file_path,transcript
/content/drive/MyDrive/wav_16k/dialog_00300742.wav,저기/ 이 지역의 특산물은 잘 팔려요.
/content/drive/MyDrive/wav_16k/dialog_00300741.wav,그/ 집 알아볼 때 부동산 (서너)/(세네) 개는 돌아봐야 한다던데?
/content/drive/MyDrive/wav_16k/dialog_00300743.wav,그/ 나는 간이 센 음식을 좋아하지 않아.
/content/drive/MyDrive/wav_16k/dialog_00300738.wav,아/ 이번 주+ 주말에 코믹 영화 어떠세요?
/content/drive/MyDrive/wav_16k/dialog_00300747.wav,음/ 지진 일어날까 무서워 죽겠어요.
/content/drive/MyDrive/wav_16k/dialog_00300755.wav,그/ 주식한다고 항상 금리보다 더 버는 건 (아니에요)/(아니예요).
/content/drive/MyDrive/wav_16k/dialog_00300752.wav,아/ 이 영양제 하루에 한 번만 먹으면 되지?
/content/drive/MyDrive/wav_16k/dialog_00300753.wav,아/ 차가운 음식은 먹기가 힘들다.
/content/drive/MyDrive/wav_16k/dialog_00300748.wav,저기/ 잠깐만 고향에서 전화가 왔어.
/content/drive/MyDrive/wav_16k/dialog_00300750.wav,아/ 오늘 자주 씻으면 감기에 걸리지 않는다.
/content/drive/MyDrive/wav_16k/dialog_00300751.wav,음/ 세계도시 중에 어디를 먼저 갈지 추천해주세요.
/content/drive/MyDrive/wav_16k/dialog_00300754.wav,저기/ 온난화가 가면 갈수록 심해지네.
/content/drive/MyDrive/wav_16k/dialog_00300749.wav,저기/ 어떤 적금이 좋을지 상담을 받고 싶어.
/content/drive/MyDrive/wav_16k/dialog_00300761.wav,저기/ 음식에 대해서 이제라도 알아가 보려고 해요.
/content/drive/MyDrive/wav_16k/dialog_00300758.wav,저기/ 금리 계산 똑바로 못하겠어?
/content/drive/MyDrive/wav_16k/dialog_00300759.wav,음/ 어떤 질병이 요즘 유행인가요?
/content/drive/MyDrive/wav_16k/dialog_00300757.wav,아/ 축제에 대해서 생각할 때마다 걱정이 들어.
/content/drive/MyDrive/wav_16k/dialog_00300756.wav,그/ 매연이 많을수록 지구온난화 현상이 심해집니다.
/content/drive/MyDrive/wav_16k/dialog_00300760.wav,저기/ 음악에 대해서 이제라도 알아가 보려고 해.
/content/drive/MyDrive/wav_16k/dialog_00300770.wav,저기/ 다이어트의 가장 좋은 방법은 음식과 운동입니다.
/content/drive/MyDrive/wav_16k/dialog_00300765.wav,음/ 오늘 영화 정말 재밌었어요. 감사합니다.
/content/drive/MyDrive/wav_16k/dialog_00300769.wav,저기/ 영양제 추천 좀 해주실래요.
/content/drive/MyDrive/wav_16k/dialog_00300771.wav,음/ 어떤 직업군이냐에 따라서 혜택을 볼 수도 있지.
/content/drive/MyDrive/wav_16k/dialog_00300764.wav,아/ 대출에 대해서 생각할 때마다 걱정이 들어.
/content/drive/MyDrive/wav_16k/dialog_00300766.wav,그/ 아이돌들로 미의 기준을 잡으면 안 돼.
/content/drive/MyDrive/wav_16k/dialog_00300768.wav,그/ 해외여행 가기 전에 환전을 미리 해.
/content/drive/MyDrive/wav_16k/dialog_00300772.wav,그/ 영양제는 꼭 매일 챙겨 먹으라고.
/content/drive/MyDrive/wav_16k/dialog_00300767.wav,저기/ 태풍 때문에 과일값이 올라갔어.
/content/drive/MyDrive/wav_16k/dialog_00300762.wav,그/ 빙어 축제 가서 낚시 한번 해보고 싶어.
/content/drive/MyDrive/wav_16k/dialog_00300763.wav,아/ 자산관리에 대해서 생각할 때마다 걱정이 들어.
/content/drive/MyDrive/wav_16k/dialog_00300773.wav,저기/ 지진 때문에 피해가 심각하다더라.
/content/drive/MyDrive/wav_16k/dialog_00300774.wav,음/ 나이도 어린 게 버릇없이 구네.
/content/drive/MyDrive/wav_16k/dialog_00300775.wav,아/ 너는 이번 학기 성적 잘 나왔어?
/content/drive/MyDrive/wav_16k/dialog_00300779.wav,그/ 주말에 영화 (보고)/(보구) 데이트 하구 왔어요.
/content/drive/MyDrive/wav_16k/dialog_00300780.wav,저기/ 비타민디는 우울증과 면역력 을 예방한데.
/content/drive/MyDrive/wav_16k/dialog_00300776.wav,음/ 역시 내 고향에서 먹는 수제비가 제일 맛있어.
/content/drive/MyDrive/wav_16k/dialog_00300781.wav,저기/ 온난화도 이젠 다들 익숙해졌어.
/content/drive/MyDrive/wav_16k/dialog_00300778.wav,아/ 학교 주변 환경을 공부하기 좋은 분위기로 개선해야 해.
/content/drive/MyDrive/wav_16k/dialog_00300777.wav,그/ 금리가 예전 같지가 않습니다.
/content/drive/MyDrive/wav_16k/dialog_00300782.wav,저기/ 적금에 대해서 이제라도 알아가 보려고 해.
/content/drive/MyDrive/wav_16k/dialog_00300784.wav,음/ 다이어트하는데 현미밥을 먹으려고 해.
/content/drive/MyDrive/wav_16k/dialog_00300794.wav,저기/ 직업에 대해서 항상 부정적인 생각이었어요.
/content/drive/MyDrive/wav_16k/dialog_00300787.wav,음/ 건강검진을 따로 받을 필요가 있나?
/content/drive/MyDrive/wav_16k/dialog_00300789.wav,음/ 어제는 고향 갔는데 너무 (바뀌어있었어요)/(바껴있었어요).
/content/drive/MyDrive/wav_16k/dialog_00300788.wav,그/ 이번 휴가는 반납해야 될 것 같아.
/content/drive/MyDrive/wav_16k/dialog_00300793.wav,음/ 아무리 그래도 그런 대출은 너무 위험해요.
/content/drive/MyDrive/wav_16k/dialog_00300790.wav,음/ 청소시간에 딴짓하는 친구들 이름을 적어오라고 하셨어요.
/content/drive/MyDrive/wav_16k/dialog_00300783.wav,그/ 올해 건강검진은 강남성모병원에서 받기로 했습니다.
/content/drive/MyDrive/wav_16k/dialog_00300792.wav,음/ 학교 다닐 때는 힘들더니 돌아가고 싶어요.
/content/drive/MyDrive/wav_16k/dialog_00300785.wav,저기/ (진입을)/(직입을) 통해 자아실현이 가능합니다.
/content/drive/MyDrive/wav_16k/dialog_00300786.wav,음/ 나도 얼른 해외로 떠나고 싶어.
/content/drive/MyDrive/wav_16k/dialog_00300791.wav,저기/ 지금 듣고 있는 음악이 (뭐예요)/(뭐에요)?
/content/drive/MyDrive/wav_16k/dialog_00300796.wav,음/ 제일 좋은 휴양지는 제주도인 거 같아요.
/content/drive/MyDrive/wav_16k/dialog_00300798.wav,그/ 축제 때 우리 과 어디서 모여?
/content/drive/MyDrive/wav_16k/dialog_00300800.wav,그/ 식사하기 전에 손을 씻고 오세요.
/content/drive/MyDrive/wav_16k/dialog_00300795.wav,아/ 청약저축을 모르는 사람도 있더라.
/content/drive/MyDrive/wav_16k/dialog_00300799.wav,음/ 혹시 유산균 같은 영양제 드세요?
/content/drive/MyDrive/wav_16k/dialog_00300797.wav,음/ 전 세계에는 많은 도시들이 있는데 어디를 가보셨나요?
/content/drive/MyDrive/wav_16k/dialog_00300802.wav,저기/ 관광지에 대해선 매번 의문이 들어.
/content/drive/MyDrive/wav_16k/dialog_00300804.wav,음/ 자산관리라고는 예금 통장 밖에 없어.
/content/drive/MyDrive/wav_16k/dialog_00300801.wav,아/ 여기 진짜 예쁘다. 다음에 또 오자.
/content/drive/MyDrive/wav_16k/dialog_00300803.wav,그/ 청약 통장은 이미 10년 전에 만들었습니다.
/content/drive/MyDrive/wav_16k/dialog_00300808.wav,아/ 오늘 (머릿속에)/(머리속에) 운동에 대해 생각해 본다.
/content/drive/MyDrive/wav_16k/dialog_00300806.wav,아/ 영화에 관련해서는 생각을 많이 해 봤어요.
/content/drive/MyDrive/wav_16k/dialog_00300805.wav,그/ 자산관리는 전문가에게 맡기는 게 좋다고 생각해.
/content/drive/MyDrive/wav_16k/dialog_00300809.wav,저기/ 담임 선생님이 이번에 결혼하신대 우리 축가 준비하자.
/content/drive/MyDrive/wav_16k/dialog_00300807.wav,저기/ 자산관리는 저희 팀 일이 아닌데 무슨 일이신가요?
/content/drive/MyDrive/wav_16k/dialog_00300811.wav,음/ 영어선생님 추천 좀 해주시겠어요?
/content/drive/MyDrive/wav_16k/dialog_00300812.wav,음/ 주택 청약을 들은 지 벌써 십 년이 다 (돼가요)/(되가요).
/content/drive/MyDrive/wav_16k/dialog_00300813.wav,그/ 내일 청약 접수하러 갈 거야.
/content/drive/MyDrive/wav_16k/dialog_00300810.wav,저기/ 경제가 너무 힘들어서 걱정이에요.
/content/drive/MyDrive/wav_16k/dialog_00300815.wav,음/ 그 사람이랑 한 번 얘기해봤어?
/content/drive/MyDrive/wav_16k/dialog_00300816.wav,아/ 반려동물에 대해서 생각할 때마다 걱정이 들어.
/content/drive/MyDrive/wav_16k/dialog_00300814.wav,아/ 나는 좋아하는 아이돌이 없어요.
/content/drive/MyDrive/wav_16k/dialog_00300820.wav,아/ 전화로는 대출이 될 것처럼 이야기하더니 막상 방문하니 어찌나 까다롭게 구는지 정말 짜증 나.
/content/drive/MyDrive/wav_16k/dialog_00300817.wav,음+ 음악을 좋아하려면 배경 공부를 하는 것도 좋아.
/content/drive/MyDrive/wav_16k/dialog_00300818.wav,아/ 내 장래희망은 수학선생님이야.
/content/drive/MyDrive/wav_16k/dialog_00300819.wav,그/ 특산물 청양고추아가씨 선발대회 나간 적 있어.
/content/drive/MyDrive/wav_16k/dialog_00300824.wav,음/ 이번 제주 여행 갈 때 여행자 보험 들어.
/content/drive/MyDrive/wav_16k/dialog_00300823.wav,아/ 오늘 적금 넣으러 은행에 갈 (거예요)/(거에요).
/content/drive/MyDrive/wav_16k/dialog_00300825.wav,아/ 사업하고 경제적으로 손해를 많이 봤어요.
/content/drive/MyDrive/wav_16k/dialog_00300821.wav,아/ 휴가 때 어디 다녀오셨어요?
/content/drive/MyDrive/wav_16k/dialog_00300822.wav,아/ 오늘은 성적표를 받는 날이에요.
/content/drive/MyDrive/wav_16k/dialog_00300828.wav,음/ 아이돌을 하려면 연습생 기간을 거쳐야 돼.
/content/drive/MyDrive/wav_16k/dialog_00300826.wav,저기/ 이번에는 친구끼리 갈려고 합니다.
/content/drive/MyDrive/wav_16k/dialog_00300833.wav,음/ 넌 방송을 (전쟁하는)/(진쟁하는) 사람이야.
/content/drive/MyDrive/wav_16k/dialog_00300834.wav,저기/ 병원에서 건강검진 안내장이 도착했다.
/content/drive/MyDrive/wav_16k/dialog_00300827.wav,음/ 가장 자신 있는 게 자산관리라면 자산관리는 (네가)/(니가) 책임져.
/content/drive/MyDrive/wav_16k/dialog_00300832.wav,저기/ 걔는 조금 어색한 친구입니다.
/content/drive/MyDrive/wav_16k/dialog_00300829.wav,저기/ 우선 소액으로 투자해서 배우는 거예요.
/content/drive/MyDrive/wav_16k/dialog_00300831.wav,음/ 나도 마드리드에서 축구 보고 싶어.
/content/drive/MyDrive/wav_16k/dialog_00300830.wav,저기/ 이번 주에 출장을 가야 합니까?
/content/drive/MyDrive/wav_16k/dialog_00300835.wav,음/ 고향이 이렇게까지 발전한 걸 보니 뿌듯하게 느껴지네요.
/content/drive/MyDrive/wav_16k/dialog_00300837.wav,저기/ 학교에서 방과후 수업을 많이 개설해주셨으면 좋겠어요.
/content/drive/MyDrive/wav_16k/dialog_00300842.wav,그/ 청약을 드는 게 미래를 위해 투자하는 밑거름입니다 오늘 은행에서 주택청약을 신청해 매달 2만월을 넣고 있어요.
/content/drive/MyDrive/wav_16k/dialog_00300839.wav,저기/ 영화 관련해서는 긍정적인 생각이 들어요.
/content/drive/MyDrive/wav_16k/dialog_00300836.wav,저기/ 아이돌 관련해서는 긍정적인 생각이 들어요.
/content/drive/MyDrive/wav_16k/dialog_00300841.wav,저기/ 오늘부터 독감을 접종 받을 수 있데요.
/content/drive/MyDrive/wav_16k/dialog_00300840.wav,음/ 관광지마다 꼴보기 싫은 장면을 봅니다.
/content/drive/MyDrive/wav_16k/dialog_00300843.wav,아/ 행복은 성적순이 아니라 하지만 그래도 성적은 인생에 있어서 꽤 중요한 요소입니다.
/content/drive/MyDrive/wav_16k/dialog_00300838.wav,그/ 가족이 나한테 과연 무엇일까.
/content/drive/MyDrive/wav_16k/dialog_00300845.wav,음/ 환경 보호 운동에 참여하신 적 있으세요?
/content/drive/MyDrive/wav_16k/dialog_00300849.wav,음/ 학교 갈 시간인데 아직도 그러고 있으면 어떡하냐.
/content/drive/MyDrive/wav_16k/dialog_00300850.wav,음/ 어떤 동물을 키우는 게 좋을까?
/content/drive/MyDrive/wav_16k/dialog_00300844.wav,저기/ 너는 무슨 음식을 좋아하니?
/content/drive/MyDrive/wav_16k/dialog_00300846.wav,음/ 연세가 있으신데 너무 건강하세요. 건강관리에 특별한 비결이 있나요?
/content/drive/MyDrive/wav_16k/dialog_00300851.wav,아/ 어머니 이+ 아이는 음악에 재능이 있어요.
/content/drive/MyDrive/wav_16k/dialog_00300848.wav,저기/ 그래서 산책이라도 하는 중입니다.
/content/drive/MyDrive/wav_16k/dialog_00300847.wav,음/ 해당 자료는 저작권을 가지고 있습니다.
/content/drive/MyDrive/wav_16k/dialog_00300852.wav,음/ 고향에 내려가서 귀촌할 거라고 생각하고 있어.
/content/drive/MyDrive/wav_16k/dialog_00300853.wav,음/ 보험을 가입하려고 준비하고 있어.
/content/drive/MyDrive/wav_16k/dialog_00300856.wav,아/ 오늘 신문에 경제 세션 읽어봤나요?
/content/drive/MyDrive/wav_16k/dialog_00300854.wav,그/ 휴지는 꼭 쓰레기통에 버려라.
/content/drive/MyDrive/wav_16k/dialog_00300855.wav,저기/ 요즘 아이돌은 정말 어릴 때 시작하더라.
/content/drive/MyDrive/wav_16k/dialog_00300857.wav,아/ 오늘 (머릿속에)/(머리속에) 우리나라 음악방송에 대해 생각해 보네요.
/content/drive/MyDrive/wav_16k/dialog_00300862.wav,음/ 친구랑 함께하는 건 뭐든 즐거워요.
/content/drive/MyDrive/wav_16k/dialog_00300858.wav,음/ 김 선생님 결혼하셨나요? 지난겨울에 하신 걸로 기억해요.
/content/drive/MyDrive/wav_16k/dialog_00300865.wav,저기/ 경제관념을 전혀 모르겠어요.
/content/drive/MyDrive/wav_16k/dialog_00300860.wav,음/ 폭염에 비까지 오니 너무 짜증 나요.
/content/drive/MyDrive/wav_16k/dialog_00300864.wav,음/ 제주도 땅값이 너무 (올랐더라고요)/(올랐더라구요).
/content/drive/MyDrive/wav_16k/dialog_00300863.wav,그/ 영양제는 현대인들의 필수품이 되었어요.
/content/drive/MyDrive/wav_16k/dialog_00300866.wav,그/ 운동하려고 맘을 굳게 먹어도 잘 안되더라고요.
/content/drive/MyDrive/wav_16k/dialog_00300861.wav,음/ 우리 청약에 대해 다시 한번 생각해봅시다.
/content/drive/MyDrive/wav_16k/dialog_00300859.wav,그/ 대출을 되도록이면 안 받고 싶었어요.
/content/drive/MyDrive/wav_16k/dialog_00300871.wav,음/ 대출한다고 상황이 나아지지 않아. 어차피 갚아야 될 돈인데.
/content/drive/MyDrive/wav_16k/dialog_00300869.wav,저기/ 날씨가 꽤 좋은데 산책 갈래?
/content/drive/MyDrive/wav_16k/dialog_00300868.wav,아/ 금리를 정확히 아는 것도 좋을 거 (같아)/(같애).
/content/drive/MyDrive/wav_16k/dialog_00300867.wav,저기/ 제가 좋아하는 관광지는 청와대입니다.
/content/drive/MyDrive/wav_16k/dialog_00300870.wav,음/ 내가 키우는 강아지 본 적 있니?
/content/drive/MyDrive/wav_16k/dialog_00300883.wav,그/ 나이에 너무 연연하지 마세요.
/content/drive/MyDrive/wav_16k/dialog_00300876.wav,그/ 운동을 하면 기초체력이 증가해.
/content/drive/MyDrive/wav_16k/dialog_00300878.wav,음/ 축재 분위기를 조금 (즐겨도)/(줄겨도) 돼.
/content/drive/MyDrive/wav_16k/dialog_00300885.wav,그/ 고양이 정말 귀여운데 이름이 뭐예요?
/content/drive/MyDrive/wav_16k/dialog_00300873.wav,음/ 좋은 관광지 있으면 공유해줘.
/content/drive/MyDrive/wav_16k/dialog_00300881.wav,음/ 건강을 위해 꾸준히 운동해야 돼.
/content/drive/MyDrive/wav_16k/dialog_00300884.wav,음/ 중상주의 시절은 유럽 해안 국가가 강세하던 시절이야.
/content/drive/MyDrive/wav_16k/dialog_00300882.wav,아/ 요즘 부동산 경기가 좋지 않아 사람들이 투자를 잘하지 않습니다.
/content/drive/MyDrive/wav_16k/dialog_00300886.wav,저기/ 친구가 돈 좀 빌려달라고 해서 난감하다.
/content/drive/MyDrive/wav_16k/dialog_00300875.wav,그/ 영양제 인터넷으로 주문해도 괜찮을까?
/content/drive/MyDrive/wav_16k/dialog_00300874.wav,음/ 인상 깊은 음식 있으면 알려줘.
/content/drive/MyDrive/wav_16k/dialog_00300879.wav,아/ 회사에 와서도 시험을 보고 성적으로 평가받는다니. 스트레스네요.
/content/drive/MyDrive/wav_16k/dialog_00300880.wav,음/ 몸이 지쳐 휴양지에서 푹 쉬고 싶다.
/content/drive/MyDrive/wav_16k/dialog_00300872.wav,음/ 사전 청약에 당첨되려면 어떻게 해야 해?
/content/drive/MyDrive/wav_16k/dialog_00300877.wav,그/ 온라인 쇼핑몰에서 쿠폰을 줘서 과 소비를 할 뻔했어.
/content/drive/MyDrive/wav_16k/dialog_00300890.wav,그/ 노래 맞추기 게임을 하니 음악을 많이 알게 돼요.
/content/drive/MyDrive/wav_16k/dialog_00300889.wav,저기/ 직업소개소에서 알선 들어와서 면접 보러 가요.
/content/drive/MyDrive/wav_16k/dialog_00300892.wav,음/ 특산물인 전복을 넣고 끓인 라면이 오천 원이래요.
/content/drive/MyDrive/wav_16k/dialog_00300895.wav,아/ 부동산 얘기만 들으면 머리가 복잡해져.
/content/drive/MyDrive/wav_16k/dialog_00300896.wav,아/ 나는 자산관리 안 하고 저축만 할 거야.
/content/drive/MyDrive/wav_16k/dialog_00300887.wav,그/ 금리가 높은 상품 알려주세요.
/content/drive/MyDrive/wav_16k/dialog_00300891.wav,그/ 울릉도 특산물은 오징어입니다.
/content/drive/MyDrive/wav_16k/dialog_00300888.wav,아/ 특산물 얘기만 들으면 머리가 복잡해져요.
/content/drive/MyDrive/wav_16k/dialog_00300894.wav,저기/ 당신은 건강관리를 어떻게 하고 계십니까?
/content/drive/MyDrive/wav_16k/dialog_00300893.wav,아/ 예슬이 생일 선물 미미인형으로 주문했어.
/content/drive/MyDrive/wav_16k/dialog_00300897.wav,저기/ 어머니께서는 건강검진을 얼마나 받으셨어요?
/content/drive/MyDrive/wav_16k/dialog_00300898.wav,그/ 휴양지 안전사고가 매년 증가하고 있습니다.
/content/drive/MyDrive/wav_16k/dialog_00300905.wav,아/ 학자금 대출이 없는 것만으로도 다행이라고 생각해요.
/content/drive/MyDrive/wav_16k/dialog_00300903.wav,아/ 가슴이 답답한데 이건 어떤 질병이야?
/content/drive/MyDrive/wav_16k/dialog_00300902.wav,저기/ 대출받아서 어디다 사용할 계획이신가요?
/content/drive/MyDrive/wav_16k/dialog_00300904.wav,음/ 청소 미화 일을 쉽게 알아볼 수 있었으면 좋겠어.
/content/drive/MyDrive/wav_16k/dialog_00300901.wav,그/ 특산물 선물로 가져가기로 했어요.
/content/drive/MyDrive/wav_16k/dialog_00300900.wav,저기/ 부동 간 가는 길에 고양이 봤어.
/content/drive/MyDrive/wav_16k/dialog_00300899.wav,저기/ 보험 가입하려고 하는데 어디로 가?
/content/drive/MyDrive/wav_16k/dialog_00300910.wav,저기/ 사실 청소를 대충 했습니다.
/content/drive/MyDrive/wav_16k/dialog_00300908.wav,저기/ 다이어트에 대해서 깊이 생각해 보고 있어.
/content/drive/MyDrive/wav_16k/dialog_00300912.wav,아/ 요즘 아이돌은 누가 유명해?
/content/drive/MyDrive/wav_16k/dialog_00300909.wav,음/ 우리 집 개는 너무나 작고 귀엽습니다.
/content/drive/MyDrive/wav_16k/dialog_00300906.wav,그/ 환경 오염을 줄이기 위해서 우리는 어떤 노력을 해야 할까?
/content/drive/MyDrive/wav_16k/dialog_00300907.wav,아/ 이번 대학 축제는 전부 엉망이었다고 해요.
/content/drive/MyDrive/wav_16k/dialog_00300911.wav,음/ 이곳은 특산물이라 할 것이 딱히 없어.
/content/drive/MyDrive/wav_16k/dialog_00300913.wav,그/ 요새 루테인이라는 영양제가 좋다던데 한번 드셔보세요.
/content/drive/MyDrive/wav_16k/dialog_00300914.wav,음/ 경제를 선도하는 사람들인듯해.
/content/drive/MyDrive/wav_16k/dialog_00300915.wav,아/ 지금 먹고 싶은 음식이 뭐야? (사줄게)/(사줄께).
/content/drive/MyDrive/wav_16k/dialog_00300920.wav,그/ 20년 젊어지면 뭐든지 할 수 있을 것 같아.
/content/drive/MyDrive/wav_16k/dialog_00300919.wav,음/ 저랑 고향이 같으신 줄 처음 알았네요.
/content/drive/MyDrive/wav_16k/dialog_00300921.wav,음/ 청소를 하면 코가 간지러워서 안 해요.
/content/drive/MyDrive/wav_16k/dialog_00300917.wav,저기/ 청소 좀 같이 해주면 안 될까?
/content/drive/MyDrive/wav_16k/dialog_00300918.wav,그/ 이번 휴가는 금요일까지니까 너무 좋아.
/content/drive/MyDrive/wav_16k/dialog_00300916.wav,아/ 하와이는 대표적인 휴양지야.
/content/drive/MyDrive/wav_16k/dialog_00300929.wav,아/ 올해 자동차 보험료가 또 올랐어.
/content/drive/MyDrive/wav_16k/dialog_00300928.wav,그/ 코로나로 인한 사회적 거리두기 조치가 강화되었어요.
/content/drive/MyDrive/wav_16k/dialog_00300924.wav,저기/ 며칠 전부터 지역 환경이 좋아졌어.
/content/drive/MyDrive/wav_16k/dialog_00300927.wav,음/ 어디서 많이 뵌 분인 것 같아요.
/content/drive/MyDrive/wav_16k/dialog_00300925.wav,그/ 제주 바다도 외국 휴양지 못지않아.
/content/drive/MyDrive/wav_16k/dialog_00300923.wav,아/ 코로나는 노인들에게 더 해롭습니다.
/content/drive/MyDrive/wav_16k/dialog_00300926.wav,아/ 건강검진을 꾸준히 받으셔야 해요.
/content/drive/MyDrive/wav_16k/dialog_00300922.wav,저기/ 요즘 일교차가 심해서 감기 걸리기 쉬워 건강관리 잘해야 돼.
/content/drive/MyDrive/wav_16k/dialog_00300937.wav,그/ 이젠 친구 만나도 아홉시 이후에는 집에 가야 해요.
/content/drive/MyDrive/wav_16k/dialog_00300930.wav,저기/ 친구야 오늘 약속 누구랑 있니?
/content/drive/MyDrive/wav_16k/dialog_00300933.wav,저기/ 생일이니까 미역국을 끓일까요?
/content/drive/MyDrive/wav_16k/dialog_00300936.wav,저기/ 요즘 차에서 즐겨듣는 노래가 있어요.
/content/drive/MyDrive/wav_16k/dialog_00300941.wav,음/ 태풍에 바닷가 가는 사람들은 뭐지? 강심장 들이지.
/content/drive/MyDrive/wav_16k/dialog_00300931.wav,그/ 손발톱 영양제도 챙겨 먹어야 하나?
/content/drive/MyDrive/wav_16k/dialog_00300938.wav,음/ 구월이 되면 시원해질 줄 알았어. 더위가 오래가네.
/content/drive/MyDrive/wav_16k/dialog_00300940.wav,그/ 평소에 가고 싶었던 관광지 있으세요?
/content/drive/MyDrive/wav_16k/dialog_00300934.wav,음/ 금리라는 것을 처음 들어봅니다.
/content/drive/MyDrive/wav_16k/dialog_00300932.wav,음/ 자산관리를 하는 방법을 알려줘.
/content/drive/MyDrive/wav_16k/dialog_00300939.wav,음/ 치킨 축제에 맥주도 제공되는 거야?
/content/drive/MyDrive/wav_16k/dialog_00300935.wav,그/ 온 가족이 속초에 있는 (펜션으로)/(팬션으로) 갔어요.
/content/drive/MyDrive/wav_16k/dialog_00300942.wav,저기/ 날씨에 대해서 조금씩 알아가고 있어요.
/content/drive/MyDrive/wav_16k/dialog_00300943.wav,음/ 난 매운 음식을 잘 먹는 편이야.
/content/drive/MyDrive/wav_16k/dialog_00300946.wav,그+ 그 지역 인삼이 유명해서 사 왔어요.
/content/drive/MyDrive/wav_16k/dialog_00300947.wav,아/ 청소도구를 새로 사야 할 것 같아요.
/content/drive/MyDrive/wav_16k/dialog_00300945.wav,아/ 요즘 부부들은 서로 직업이 있기를 (바라요)/(바래요).
/content/drive/MyDrive/wav_16k/dialog_00300948.wav,그/ 요즘 날씨가 이상한 이유가 환경오염 때문이라고 하네요.
/content/drive/MyDrive/wav_16k/dialog_00300949.wav,그/ 폭풍우가 쏟아지더니 갑자기 해가 떴어요.
/content/drive/MyDrive/wav_16k/dialog_00300944.wav,아/ 코로나 때문에 우울증 올 것 같아요.
/content/drive/MyDrive/wav_16k/dialog_00300950.wav,그/ 이번에는 다이어트 꼭 성공할 거야.
/content/drive/MyDrive/wav_16k/dialog_00300954.wav,저기/ 매일 부동산 뉴스를 보고 있다.
/content/drive/MyDrive/wav_16k/dialog_00300953.wav,그/ 요즘 같은 저금리 시대에 적금은 안 드는 게 나아.
/content/drive/MyDrive/wav_16k/dialog_00300951.wav,음/ 휴가 가면 맛있는 것만 잔뜩 (먹으려고요)/(먹으려구요).
/content/drive/MyDrive/wav_16k/dialog_00300952.wav,아/ 어제 라디오에 나온 아이돌 누구인지 아세요?
/content/drive/MyDrive/wav_16k/dialog_00300965.wav,저기/ 휴양지에서 노상방뇨하는 것을 목격했어.
/content/drive/MyDrive/wav_16k/dialog_00300959.wav,아/ 선생님께서 너 교무실로 와 보래.
/content/drive/MyDrive/wav_16k/dialog_00300964.wav,그/ 선생님은 고향이 어느 지역이신지 궁금해요.
/content/drive/MyDrive/wav_16k/dialog_00300958.wav,그/ 날씨가 좋아서 강아지랑 산책할 (거예요)/(꺼에요).
/content/drive/MyDrive/wav_16k/dialog_00300963.wav,아/ 건강도 챙기면서 일하세요.
/content/drive/MyDrive/wav_16k/dialog_00300962.wav,저기/ 같이 (돈가스)/(돈까스) 먹으러 가실 분 구해요.
/content/drive/MyDrive/wav_16k/dialog_00300956.wav,아/ 학교에서 수업시간에 졸지 말라고 전화 왔어.
/content/drive/MyDrive/wav_16k/dialog_00300961.wav,그/ 오늘 음식은 정말 맛있게 잘 먹었어.
/content/drive/MyDrive/wav_16k/dialog_00300960.wav,아/ 내가 나이가 더 많을 거 같아.
/content/drive/MyDrive/wav_16k/dialog_00300955.wav,저기/ 넌 지진 경험해 본적 있어?
/content/drive/MyDrive/wav_16k/dialog_00300957.wav,아/ 우리 집 살림 경제적으로 너무 힘들어요.
/content/drive/MyDrive/wav_16k/dialog_00300970.wav,음/ 우리 지역 소상공인들도 관광객 유치를 위해 힘쓰고 있어.
/content/drive/MyDrive/wav_16k/dialog_00300968.wav,저기/ 반려동물로 강아지를 키우고 싶어요.
/content/drive/MyDrive/wav_16k/dialog_00300972.wav,아/ 영양제는 꼭 섭취해야 하는 거지?
/content/drive/MyDrive/wav_16k/dialog_00300969.wav,아/ 이제는 경제 회복에도 속도를 내야지.
/content/drive/MyDrive/wav_16k/dialog_00300973.wav,음/ 프라하는 세계에서 가장 낭만적인 도시야.
/content/drive/MyDrive/wav_16k/dialog_00300971.wav,그/ 옛날의 친구가 친구 같지 않아요.
/content/drive/MyDrive/wav_16k/dialog_00300967.wav,저기/ 이제 일상 대화로 넘어가 볼까요?
/content/drive/MyDrive/wav_16k/dialog_00300966.wav,아/ 오늘 아침엔 날씨가 쌀쌀하더라.
/content/drive/MyDrive/wav_16k/dialog_00300975.wav,그/ 날씨는 비가 왔고 제 마음은 하루 종일 우울했습니다.
/content/drive/MyDrive/wav_16k/dialog_00300977.wav,그/ 자산관리 중에 유명한 말이 생각나네요 계란은 한 바구니에 담지 마세요.
/content/drive/MyDrive/wav_16k/dialog_00300974.wav,음/ 제주도 가면 특산물 구매는 필수 (코스기)/(코스지).
/content/drive/MyDrive/wav_16k/dialog_00300978.wav,음/ 내 몸처럼 환경을 사랑해야 합니다.
/content/drive/MyDrive/wav_16k/dialog_00300976.wav,저기/ 요즘 해외여행은 꿈도 못 꾼답니다.
/content/drive/MyDrive/wav_16k/dialog_00300979.wav,그/ 오천만 (당겨주세요)/(땡겨주세요) 마지막 (부탁이에요)/(부탁이예요).
/content/drive/MyDrive/wav_16k/dialog_00300984.wav,저기/ 칠 웨이브 장르의 음악을 만들 (생각이에요)/(생각이예요).
